"","idCompra","CodPanelista","CodProducto","CodigoBarras","FechaCesta","PrecioCompra","Cantidad","Precio","CodLugarCompra","Lugar_Compra","Canal","CodIndividuo","CC_AA","Edad_Ama","NF","Numero_Gatos","Numero_Perros","Presencia_Ni�.os","CodIMC","IMC","Ponderacion","CodVF","VF","SA7_BPL","SA4_Fabricante","SA3_Marca","SA2_Submarca","X102_Aditivos","X108_Usuario","X109_Estado","X112_Niv_Calorias","X124_Estilo","X127_Tipo_Ba�.ado_Choc","X129_Tipo_Pasteleria","X135_Uso","X143_Tipo_Corte","X163_Info_Cafeina","X167_Grado_Curacion","X169_Cont_Materia_Grasa","X174_Despiece.Corte","X182_Tipo_Queso","X188_Tipo_Pan","X189_Tipo_Viena","X206_Tipo_Pescado","X230_Niv_Concentracion","X314_Tipo_Cena.Entrante","X315_Tipo_Carne","X323_Tipo_Sazonamiento","X328_Tipo_Aceite","X329_Pureness_Niveau","X360_Tipo_Verdura","X366_Tipo_Postre","X383_Tipo_Yogurt","X384_Tipo_Cena","X489_Como_Compro.","X490_Fresca.Congelada","X491_Presentacion","X497_Tipo_Queso","X498_Marcas_Queso","X500_Tipo_Embutido","X514_Tipo_Carne","X527_Tipo_Cafe","X529_Tipo_Producto","X531_Info_Biologica","X558_Variedad_Queso","X571_Peso_Bebe","X674_Tipo_Helado","X901_Localizacion","X902_Tipo_Producto","X903_Envase","X904_Variedad.Sabor","X5_Num_Tot_Unidades","X18_Num_Tot_Paquetes.Botes","X66_Preferred_Unit_Measure","TipoMaquina","Promo_Folleto","Promo_Envase","Promo_TPR","Ciclo_Vida","Clase_EGM","Clase_Social","Habitat_Metropolitano","Habitat_Municipal_Std","Inmigrante","Provincia","Region","promo_folleto","promo_envase"
"34",48348448,167538,755818,"8410000002089","2013-12-30",5500,1000,460,902,"EROSKI HIPER","hiper",0,"Castilla y León",68,"2",0,0,"No","2","Normal","1,263",314,"GALL.MARIA/TOSTADA/MANTQULLA  ","Branded                       ",20920,61817,442947,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","GALLETA MARIA                 ","CAJA CARTON                   ","VALOR INDISPONIBLE            ","1","NULL",1800,6,"No","No","No","Retirados","M","Media baja","NO METROP","50001 a 100000","No","ZAMORA","Region IV",NA,NA
"35",48348450,167538,943538,"8410660030682","2013-12-30",5500,2000,836,902,"EROSKI HIPER","hiper",0,"Castilla y León",68,"2",0,0,"No","2","Normal","1,263",2,"ACEITE DE OLIVA               ","Branded                       ",193315,181414,476729,"VALOR INDISPONIBLE            ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","ACEITE DE OLIVA               ","BOTELLA DE PLASTICO           ","VIRGEN                        ","1","NULL",1000,6,"Si","No","No","Retirados","M","Media baja","NO METROP","50001 a 100000","No","ZAMORA","Region IV","Descuento Inmediato en la 2a Unidad","NULL"
"36",48348452,174704,265586,"8480000592156","2013-12-30",1150,1000,178,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",525,"JAMON YORK/DULCE SECC.FRESCA  ","Private Label                 ",21321,23270,23270,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","LONCHA SANDWICH               ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","FRESCOS                       ","JAMON COCIDO                  ","BANDEJA ENV PLASTIC VACIO     ","VALOR INDISPONIBLE            ","1","NULL",250,6,"No","No","No","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"37",48348453,174704,419739,"8480000823243","2013-12-30",1150,1000,100,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",156,"PAN MOLDE/BURGUER/HOT DOG.....","Private Label                 ",21321,23270,23270,"ACEITE DE GIRASOL             ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PAN MOLDE SANDWICH            ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","PAN ENVASADO                  ","BOLSA DE PLASTICO             ","BLANCO                        ","1","NULL",820,6,"No","No","No","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"38",48348456,174704,644102,"8480000832030","2013-12-30",1150,1000,110,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",460,"PAN FRESCO DEL DIA            ","Private Label                 ",21321,292510,292510,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","BARRA                         ","BOLSA PAPEL                   ","NORMAL                        ","3","NULL",750,6,"No","No","No","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"39",48348457,174704,653973,"8480000837097","2013-12-30",1150,1000,100,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",156,"PAN MOLDE/BURGUER/HOT DOG.....","Private Label                 ",21321,292510,292510,"SIN ADITIVO                   ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","BURGUER                       ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","PAN ENVASADO                  ","BOLSA DE PLASTICO             ","NORMAL                        ","1","NULL",320,6,"No","No","No","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"40",48348458,174704,705339,"8422241805602","2013-12-30",1150,1000,145,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",735,"QUESOS EXTRANJEROS            ","Branded                       ",21574,212350,212350,"NULL","NULL","LONCHA                        ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","MOZARRELLA CURADA             ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","FRESCOS                       ","QUESO                         ","BARQUETA                      ","NATURAL                       ","1","NULL",200,6,"No","No","No","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"41",48348459,174704,755159,"8410055033014","2013-12-30",1150,1000,33,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",360,"AGUA SIN GAS                  ","Branded                       ",71168,71168,71168,"SIN ADITIVO                   ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","AGUA MINERAL                  ","BOTELLA D PLSTC SPRT          ","NATURAL                       ","1","1",330,6,"No","No","Si","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"42",48348460,174704,863444,"8421384016210","2013-12-30",1150,1000,219,79,"Mercadona","super+autos",0,"Andalucía",45,"3",2,0,"Niños 6-15","3","Sobrepeso","1,32",173,"JAMON CURADO DE CERDO         ","Branded                       ",442412,450108,450108,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PICADILLO                     ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PATA                          ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","FRESCOS                       ","JAMON CURADO                  ","BARQUETA                      ","SERRANO                       ","2","NULL",180,6,"No","No","No","Parejas con hijos edad media","MB","Media baja","NO METROP","500001 a 1000000","No","MALAGA","Region III",NA,NA
"43",48348461,174566,26226,"8480017055286","2013-12-30",3500,1000,47,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",256,"PALITOS TOSTADOS              ","Private Label                 ",20776,152418,152418,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","PALITO TOSTADO                ","BOLSA                         ","NORMAL                        ","1","NULL",250,6,"No","No","Si","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I",NA,NA
"44",48348462,174566,39657,"8480017109613","2013-12-30",3500,1000,67,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",156,"PAN MOLDE/BURGUER/HOT DOG.....","Private Label                 ",20776,261250,261250,"SIN ADITIVO                   ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PAN DE MOLDE                  ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","PAN ENVASADO                  ","BOLSA DE PLASTICO             ","NORMAL                        ","1","NULL",475,6,"No","No","No","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I",NA,NA
"45",48348463,174566,66789,"8480017005045","2013-12-30",3500,6000,360,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",30,"LECHE LARGA CONSERVACION      ","Private Label                 ",20776,152418,152418,"SIN ADITIVO                   ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SEMI DESNATADA                ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","LECHE                         ","BRICK                         ","NATURAL                       ","1","NULL",1000,6,"No","No","No","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I",NA,NA
"46",48348464,174566,288198,"8480017438928","2013-12-30",3500,1000,45,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",648,"BEBIDA REFRESC. COLA          ","Private Label                 ",20776,152418,152418,"NULL","NULL","NULL","LIGHT                         ","NULL","NULL","NULL","NULL","NULL","SIN CAFEINA                   ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","REFRESCO DE COLA              ","BOTELLA DE PLASTICO           ","COLA                          ","1","NULL",2000,6,"Si","No","No","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I","Precio Especial","NULL"
"47",48348465,174566,290280,"SSA1140201","2013-12-30",3500,832,146,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",10,"FRUTA FRESCA A PESO (CB)      ","Branded                       ",122091,122091,122091,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Envasado                      ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,6,"No","No","No","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I",NA,NA
"48",48348466,174566,334300,"033383146041","2013-12-30",3500,1000,400,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",11,"FRUTA Y VERDURA  FRESCA       ","Branded                       ",222981,243293,243293,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FRUTA                         ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","ESTANTERIA                    ","MANDARINA                     ","CAJA                          ","NULL","1","NULL",2500,6,"No","No","No","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I",NA,NA
"49",48348467,174566,444065,"8480017041890","2013-12-30",3500,1000,247,260,"Maxi Dia","discount",0,"Cataluña",47,"4",1,0,"Niños 6-15","4","Obesidad","1,771",417,"ATUN EN CONSERVA              ","Private Label                 ",20776,152418,152418,"NULL","NULL","TRONCO                        ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","VALOR INDISPONIBLE            ","NULL","NULL","NULL","ESTANTERIA                    ","ATUN                          ","LATA                          ","NORMAL                        ","1","NULL",400,6,"No","No","No","Hogares Monoparentales","A","Media","NO METROP","5001 a 10000","No","BARCELONA","Region I",NA,NA
